Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
1.228,4118.8128,3477.7801,2907.6016,-0.50802885,2.6463176,1.0088868,1.8489605,0.31082185,2.1702721,5.9486183,7.5100207,0.0048030666
1.229,4118.2632,3477.2721,2907.2559,-0.50804374,2.6444689,1.008576,1.8487295,0.31079592,2.1700262,5.9483712,7.5109811,0.0048020516
1.23,4117.7135,3476.7641,2906.9101,-0.50805865,2.6426204,1.0082652,1.8484984,0.31076999,2.1697803,5.9481241,7.5119413,0.004801037
1.231,4117.1638,3476.256,2906.5644,-0.50807359,2.6407721,1.0079545,1.8482674,0.31074406,2.1695344,5.9478768,7.5129013,0.0048000228
1.232,4116.6141,3475.7479,2906.2186,-0.50808855,2.6389241,1.0076438,1.8480363,0.31071812,2.1692885,5.9476295,7.5138611,0.0047990089
1.233,4116.0643,3475.2398,2905.8728,-0.50810355,2.6370763,1.0073331,1.8478052,0.31069219,2.1690426,5.947382,7.5148207,0.0047979954
1.234,4115.5144,3474.7317,2905.5269,-0.50811857,2.6352287,1.0070224,1.847574,0.31066626,2.1687966,5.9471345,7.5157801,0.0047969823
1.235,4114.9645,3474.2236,2905.1811,-0.50813362,2.6333814,1.0067118,1.8473429,0.31064032,2.1685507,5.9468869,7.5167393,0.0047959695
1.236,4114.4146,3473.7155,2904.8352,-0.5081487,2.6315343,1.0064011,1.8471117,0.31061439,2.1683047,5.9466392,7.5176983,0.0047949572
1.237,4113.8646,3473.2073,2904.4892,-0.50816381,2.6296874,1.0060905,1.8468805,0.31058845,2.1680587,5.9463914,7.5186571,0.0047939452
1.238,4113.3146,3472.6992,2904.1433,-0.50817895,2.6278407,1.00578,1.8466493,0.31056251,2.1678126,5.9461435,7.5196157,0.0047929335
1.239,4112.7645,3472.191,2903.7973,-0.50819411,2.6259943,1.0054695,1.846418,0.31053657,2.1675666,5.9458955,7.5205741,0.0047919222
1.24,4112.2143,3471.6828,2903.4513,-0.5082093,2.6241481,1.0051589,1.8461867,0.31051063,2.1673205,5.9456475,7.5215323,0.0047909113
1.241,4111.6641,3471.1746,2903.1052,-0.50822452,2.6223022,1.0048485,1.8459554,0.31048469,2.1670744,5.9453993,7.5224902,0.0047899008
1.242,4111.1139,3470.6664,2902.7591,-0.50823977,2.6204564,1.004538,1.8457241,0.31045875,2.1668283,5.945151,7.523448,0.0047888906
1.243,4110.5636,3470.1581,2902.413,-0.50825505,2.618611,1.0042276,1.8454928,0.3104328,2.1665821,5.9449027,7.5244056,0.0047878809
1.244,4110.0133,3469.6499,2902.0669,-0.50827035,2.6167657,1.0039172,1.8452614,0.31040686,2.1663359,5.9446543,7.525363,0.0047868714
1.245,4109.4629,3469.1416,2901.7207,-0.50828568,2.6149207,1.0036068,1.8450301,0.31038091,2.1660898,5.9444057,7.5263201,0.0047858624
1.246,4108.9125,3468.6333,2901.3745,-0.50830104,2.6130759,1.0032964,1.8447987,0.31035496,2.1658435,5.9441571,7.5272771,0.0047848537
1.247,4108.362,3468.125,2901.0283,-0.50831643,2.6112313,1.0029861,1.8445672,0.31032901,2.1655973,5.9439084,7.5282339,0.0047838454
1.248,4107.8115,3467.6167,2900.682,-0.50833185,2.609387,1.0026758,1.8443358,0.31030306,2.1653511,5.9436596,7.5291905,0.0047828374
1.249,4107.2609,3467.1084,2900.3357,-0.50834729,2.6075429,1.0023655,1.8441043,0.31027711,2.1651048,5.9434107,7.5301468,0.0047818298
1.25,4106.7103,3466.6,2899.9894,-0.50836277,2.605699,1.0020553,1.8438728,0.31025116,2.1648585,5.9431617,7.531103,0.0047808226
1.251,4106.1596,3466.0917,2899.643,-0.50837827,2.6038553,1.001745,1.8436413,0.31022521,2.1646122,5.9429127,7.5320589,0.0047798157
1.252,4105.6089,3465.5833,2899.2966,-0.5083938,2.6020119,1.0014348,1.8434098,0.31019925,2.1643658,5.9426635,7.5330147,0.0047788092
1.253,4105.0582,3465.0749,2898.9502,-0.50840936,2.6001688,1.0011247,1.8431782,0.3101733,2.1641195,5.9424142,7.5339703,0.0047778031
1.254,4104.5073,3464.5665,2898.6038,-0.50842494,2.5983258,1.0008145,1.8429466,0.31014734,2.1638731,5.9421649,7.5349256,0.0047767973
1.255,4103.9565,3464.058,2898.2573,-0.50844056,2.5964831,1.0005044,1.842715,0.31012138,2.1636267,5.9419155,7.5358808,0.0047757919
1.256,4103.4056,3463.5496,2897.9108,-0.5084562,2.5946406,1.0001943,1.8424834,0.31009542,2.1633803,5.9416659,7.5368357,0.0047747869
1.257,4102.8546,3463.0411,2897.5643,-0.50847188,2.5927984,0.99988423,1.8422518,0.31006946,2.1631338,5.9414163,7.5377905,0.0047737822
1.258,4102.3036,3462.5327,2897.2177,-0.50848758,2.5909563,0.99957419,1.8420201,0.3100435,2.1628874,5.9411666,7.5387451,0.0047727779
1.259,4101.7525,3462.0242,2896.8711,-0.5085033,2.5891145,0.99926417,1.8417884,0.31001754,2.1626409,5.9409168,7.5396994,0.004771774
1.26,4101.2014,3461.5157,2896.5245,-0.50851906,2.587273,0.99895418,1.8415567,0.30999158,2.1623944,5.9406669,7.5406536,0.0047707704
1.261,4100.6503,3461.0072,2896.1778,-0.50853485,2.5854317,0.99864421,1.841325,0.30996561,2.1621478,5.9404169,7.5416075,0.0047697672
1.262,4100.0991,3460.4986,2895.8311,-0.50855066,2.5835906,0.99833427,1.8410932,0.30993964,2.1619013,5.9401668,7.5425613,0.0047687643
1.263,4099.5478,3459.9901,2895.4844,-0.50856651,2.5817497,0.99802436,1.8408614,0.30991368,2.1616547,5.9399167,7.5435148,0.0047677618
1.264,4098.9965,3459.4815,2895.1377,-0.50858238,2.5799091,0.99771447,1.8406296,0.30988771,2.1614081,5.9396664,7.5444682,0.0047667597
1.265,4098.4452,3458.9729,2894.7909,-0.50859828,2.5780687,0.99740461,1.8403978,0.30986174,2.1611615,5.939416,7.5454213,0.0047657579
1.266,4097.8938,3458.4643,2894.4441,-0.50861421,2.5762285,0.99709477,1.8401659,0.30983577,2.1609149,5.9391656,7.5463743,0.0047647565
1.267,4097.3423,3457.9557,2894.0972,-0.50863016,2.5743886,0.99678496,1.8399341,0.3098098,2.1606682,5.9389151,7.547327,0.0047637555
1.268,4096.7908,3457.4471,2893.7504,-0.50864615,2.5725489,0.99647518,1.8397022,0.30978382,2.1604215,5.9386644,7.5482796,0.0047627548
1.269,4096.2393,3456.9384,2893.4035,-0.50866216,2.5707094,0.99616542,1.8394702,0.30975785,2.1601748,5.9384137,7.5492319,0.0047617544
1.27,4095.6877,3456.4298,2893.0565,-0.50867821,2.5688702,0.99585569,1.8392383,0.30973187,2.1599281,5.9381629,7.5501841,0.0047607545
1.271,4095.136,3455.9211,2892.7096,-0.50869428,2.5670312,0.99554598,1.8390063,0.30970589,2.1596813,5.937912,7.551136,0.0047597549
1.272,4094.5843,3455.4124,2892.3626,-0.50871038,2.5651924,0.9952363,1.8387744,0.30967992,2.1594346,5.937661,7.5520878,0.0047587556
1.273,4094.0326,3454.9037,2892.0155,-0.50872651,2.5633538,0.99492665,1.8385424,0.30965394,2.1591878,5.9374099,7.5530393,0.0047577567
1.274,4093.4808,3454.395,2891.6685,-0.50874267,2.5615155,0.99461702,1.8383103,0.30962796,2.158941,5.9371587,7.5539907,0.0047567582
1.275,4092.9289,3453.8862,2891.3214,-0.50875885,2.5596775,0.99430742,1.8380783,0.30960197,2.1586941,5.9369075,7.5549418,0.00475576
1.276,4092.377,3453.3775,2890.9743,-0.50877507,2.5578396,0.99399784,1.8378462,0.30957599,2.1584473,5.9366561,7.5558928,0.0047547622
1.277,4091.8251,3452.8687,2890.6271,-0.50879131,2.556002,0.99368829,1.8376141,0.30955001,2.1582004,5.9364047,7.5568435,0.0047537647
1.278,4091.2731,3452.3599,2890.28,-0.50880759,2.5541646,0.99337877,1.837382,0.30952402,2.1579535,5.9361531,7.5577941,0.0047527676
1.279,4090.7211,3451.8511,2889.9328,-0.50882389,2.5523275,0.99306927,1.8371498,0.30949803,2.1577066,5.9359015,7.5587445,0.0047517709
1.28,4090.169,3451.3423,2889.5855,-0.50884022,2.5504906,0.9927598,1.8369177,0.30947204,2.1574596,5.9356497,7.5596946,0.0047507745
1.281,4089.6168,3450.8334,2889.2383,-0.50885658,2.5486539,0.99245035,1.8366855,0.30944605,2.1572127,5.9353979,7.5606446,0.0047497785
1.282,4089.0646,3450.3246,2888.891,-0.50887297,2.5468174,0.99214093,1.8364533,0.30942006,2.1569657,5.935146,7.5615943,0.0047487828
1.283,4088.5124,3449.8157,2888.5436,-0.50888939,2.5449812,0.99183154,1.836221,0.30939407,2.1567187,5.934894,7.5625439,0.0047477875
1.284,4087.9601,3449.3068,2888.1963,-0.50890584,2.5431452,0.99152217,1.8359888,0.30936808,2.1564716,5.9346419,7.5634932,0.0047467925
1.285,4087.4078,3448.7979,2887.8489,-0.50892231,2.5413094,0.99121283,1.8357565,0.30934208,2.1562246,5.9343897,7.5644424,0.0047457979
1.286,4086.8554,3448.289,2887.5014,-0.50893882,2.5394739,0.99090351,1.8355242,0.30931609,2.1559775,5.9341374,7.5653914,0.0047448036
1.287,4086.3029,3447.78,2887.154,-0.50895535,2.5376386,0.99059422,1.8352918,0.30929009,2.1557304,5.9338851,7.5663401,0.0047438097
1.288,4085.7505,3447.2711,2886.8065,-0.50897191,2.5358036,0.99028496,1.8350595,0.30926409,2.1554833,5.9336326,7.5672887,0.0047428162
1.289,4085.1979,3446.7621,2886.459,-0.50898851,2.5339687,0.98997572,1.8348271,0.30923809,2.1552361,5.93338,7.568237,0.004741823
1.29,4084.6453,3446.2531,2886.1114,-0.50900513,2.5321341,0.98966651,1.8345947,0.30921209,2.154989,5.9331274,7.5691852,0.0047408301
1.291,4084.0927,3445.7441,2885.7639,-0.50902178,2.5302998,0.98935732,1.8343623,0.30918609,2.1547418,5.9328747,7.5701332,0.0047398377
1.292,4083.54,3445.2351,2885.4162,-0.50903846,2.5284657,0.98904816,1.8341299,0.30916008,2.1544946,5.9326218,7.5710809,0.0047388455
1.293,4082.9873,3444.7261,2885.0686,-0.50905516,2.5266318,0.98873903,1.8338974,0.30913408,2.1542474,5.9323689,7.5720285,0.0047378537
1.294,4082.4345,3444.217,2884.7209,-0.5090719,2.5247981,0.98842992,1.8336649,0.30910807,2.1540001,5.9321159,7.5729759,0.0047368623
1.295,4081.8817,3443.7079,2884.3732,-0.50908867,2.5229647,0.98812084,1.8334324,0.30908207,2.1537528,5.9318628,7.5739231,0.0047358712
1.296,4081.3288,3443.1988,2884.0255,-0.50910547,2.5211315,0.98781178,1.8331999,0.30905606,2.1535055,5.9316096,7.57487,0.0047348805
1.297,4080.7758,3442.6897,2883.6777,-0.50912229,2.5192985,0.98750275,1.8329673,0.30903005,2.1532582,5.9313563,7.5758168,0.0047338901
1.298,4080.2228,3442.1806,2883.3299,-0.50913915,2.5174658,0.98719375,1.8327347,0.30900403,2.1530109,5.9311029,7.5767634,0.0047329001
1.299,4079.6698,3441.6715,2882.9821,-0.50915603,2.5156333,0.98688477,1.8325021,0.30897802,2.1527635,5.9308494,7.5777098,0.0047319105
1.3,4079.1167,3441.1623,2882.6342,-0.50917294,2.513801,0.98657582,1.8322695,0.30895201,2.1525161,5.9305958,7.578656,0.0047309211
1.301,4078.5636,3440.6532,2882.2864,-0.50918989,2.511969,0.98626689,1.8320368,0.30892599,2.1522687,5.9303422,7.579602,0.0047299322
1.302,4078.0104,3440.144,2881.9384,-0.50920686,2.5101371,0.98595799,1.8318042,0.30889997,2.1520213,5.9300884,7.5805477,0.0047289435
1.303,4077.4572,3439.6348,2881.5905,-0.50922386,2.5083056,0.98564912,1.8315715,0.30887396,2.1517738,5.9298346,7.5814933,0.0047279553
1.304,4076.9039,3439.1255,2881.2425,-0.50924089,2.5064742,0.98534027,1.8313387,0.30884794,2.1515264,5.9295806,7.5824387,0.0047269673
1.305,4076.3505,3438.6163,2880.8945,-0.50925795,2.5046431,0.98503145,1.831106,0.30882192,2.1512789,5.9293266,7.5833839,0.0047259798
1.306,4075.7972,3438.107,2880.5464,-0.50927504,2.5028123,0.98472265,1.8308732,0.30879589,2.1510314,5.9290725,7.5843289,0.0047249926
1.307,4075.2437,3437.5978,2880.1984,-0.50929216,2.5009816,0.98441388,1.8306404,0.30876987,2.1507838,5.9288182,7.5852737,0.0047240057
1.308,4074.6902,3437.0885,2879.8502,-0.50930931,2.4991512,0.98410514,1.8304076,0.30874385,2.1505363,5.9285639,7.5862183,0.0047230191
1.309,4074.1367,3436.5792,2879.5021,-0.50932648,2.497321,0.98379642,1.8301748,0.30871782,2.1502887,5.9283095,7.5871627,0.004722033
1.31,4073.5831,3436.0698,2879.1539,-0.50934369,2.4954911,0.98348773,1.8299419,0.30869179,2.1500411,5.928055,7.5881069,0.0047210471
1.311,4073.0295,3435.5605,2878.8057,-0.50936093,2.4936614,0.98317906,1.829709,0.30866576,2.1497934,5.9278004,7.589051,0.0047200617
1.312,4072.4758,3435.0511,2878.4575,-0.5093782,2.4918319,0.98287042,1.8294761,0.30863973,2.1495458,5.9275458,7.5899948,0.0047190765
1.313,4071.922,3434.5417,2878.1092,-0.50939549,2.4900027,0.98256181,1.8292432,0.3086137,2.1492981,5.927291,7.5909384,0.0047180917
1.314,4071.3682,3434.0324,2877.7609,-0.50941282,2.4881737,0.98225322,1.8290102,0.30858767,2.1490504,5.9270361,7.5918818,0.0047171073
1.315,4070.8144,3433.5229,2877.4126,-0.50943017,2.4863449,0.98194466,1.8287773,0.30856163,2.1488027,5.9267812,7.592825,0.0047161232
1.316,4070.2605,3433.0135,2877.0642,-0.50944756,2.4845163,0.98163612,1.8285443,0.3085356,2.1485549,5.9265261,7.5937681,0.0047151394
1.317,4069.7066,3432.5041,2876.7158,-0.50946497,2.482688,0.98132762,1.8283112,0.30850956,2.1483072,5.926271,7.5947109,0.004714156
1.318,4069.1526,3431.9946,2876.3674,-0.50948242,2.4808599,0.98101913,1.8280782,0.30848352,2.1480594,5.9260157,7.5956535,0.004713173
1.319,4068.5985,3431.4851,2876.019,-0.50949989,2.4790321,0.98071067,1.8278451,0.30845748,2.1478116,5.9257604,7.596596,0.0047121902
1.32,4068.0444,3430.9756,2875.6705,-0.5095174,2.4772045,0.98040224,1.827612,0.30843144,2.1475638,5.925505,7.5975382,0.0047112079
1.321,4067.4903,3430.4661,2875.322,-0.50953493,2.4753771,0.98009384,1.8273789,0.3084054,2.1473159,5.9252495,7.5984803,0.0047102258
1.322,4066.9361,3429.9566,2874.9734,-0.50955249,2.47355,0.97978546,1.8271458,0.30837935,2.147068,5.9249938,7.5994221,0.0047092441
1.323,4066.3818,3429.447,2874.6248,-0.50957009,2.471723,0.9794771,1.8269126,0.30835331,2.1468201,5.9247381,7.6003638,0.0047082628
1.324,4065.8275,3428.9374,2874.2762,-0.50958771,2.4698964,0.97916878,1.8266794,0.30832726,2.1465722,5.9244824,7.6013052,0.0047072818
1.325,4065.2732,3428.4279,2873.9276,-0.50960536,2.4680699,0.97886048,1.8264462,0.30830121,2.1463243,5.9242265,7.6022465,0.0047063011
1.326,4064.7188,3427.9182,2873.5789,-0.50962304,2.4662437,0.9785522,1.8262129,0.30827516,2.1460763,5.9239705,7.6031875,0.0047053208
1.327,4064.1643,3427.4086,2873.2302,-0.50964076,2.4644177,0.97824395,1.8259797,0.30824911,2.1458283,5.9237144,7.6041284,0.0047043409
1.328,4063.6098,3426.899,2872.8814,-0.5096585,2.462592,0.97793573,1.8257464,0.30822306,2.1455803,5.9234582,7.6050691,0.0047033612
1.329,4063.0553,3426.3893,2872.5327,-0.50967627,2.4607665,0.97762753,1.8255131,0.308197,2.1453322,5.923202,7.6060096,0.004702382
1.33,4062.5007,3425.8796,2872.1838,-0.50969408,2.4589412,0.97731936,1.8252798,0.30817095,2.1450842,5.9229456,7.6069498,0.004701403
1.331,4061.946,3425.37,2871.835,-0.50971191,2.4571161,0.97701122,1.8250464,0.30814489,2.1448361,5.9226892,7.6078899,0.0047004244
1.332,4061.3913,3424.8602,2871.4861,-0.50972977,2.4552913,0.9767031,1.824813,0.30811883,2.144588,5.9224326,7.6088298,0.0046994461
1.333,4060.8366,3424.3505,2871.1372,-0.50974766,2.4534668,0.976395,1.8245796,0.30809277,2.1443399,5.922176,7.6097695,0.0046984682
1.334,4060.2818,3423.8408,2870.7883,-0.50976559,2.4516424,0.97608694,1.8243462,0.30806671,2.1440917,5.9219193,7.610709,0.0046974906
1.335,4059.7269,3423.331,2870.4393,-0.50978354,2.4498183,0.9757789,1.8241127,0.30804065,2.1438436,5.9216625,7.6116483,0.0046965134
1.336,4059.172,3422.8212,2870.0903,-0.50980152,2.4479944,0.97547088,1.8238793,0.30801458,2.1435954,5.9214056,7.6125874,0.0046955365
1.337,4058.617,3422.3114,2869.7413,-0.50981953,2.4461708,0.97516289,1.8236458,0.30798852,2.1433471,5.9211486,7.6135263,0.0046945599
1.338,4058.062,3421.8016,2869.3923,-0.50983758,2.4443474,0.97485493,1.8234122,0.30796245,2.1430989,5.9208915,7.614465,0.0046935837
1.339,4057.5069,3421.2918,2869.0432,-0.50985565,2.4425242,0.974547,1.8231787,0.30793638,2.1428506,5.9206343,7.6154036,0.0046926078
1.34,4056.9518,3420.7819,2868.694,-0.50987375,2.4407012,0.97423909,1.8229451,0.30791031,2.1426024,5.920377,7.6163419,0.0046916323
1.341,4056.3967,3420.272,2868.3449,-0.50989189,2.4388785,0.9739312,1.8227115,0.30788424,2.142354,5.9201196,7.61728,0.0046906571
1.342,4055.8414,3419.7621,2867.9957,-0.50991005,2.437056,0.97362334,1.8224779,0.30785817,2.1421057,5.9198621,7.618218,0.0046896822
1.343,4055.2862,3419.2522,2867.6465,-0.50992825,2.4352338,0.97331551,1.8222443,0.30783209,2.1418574,5.9196046,7.6191557,0.0046887077
1.344,4054.7308,3418.7423,2867.2972,-0.50994647,2.4334118,0.9730077,1.8220106,0.30780602,2.141609,5.9193469,7.6200932,0.0046877335
1.345,4054.1755,3418.2324,2866.9479,-0.50996473,2.43159,0.97269992,1.8217769,0.30777994,2.1413606,5.9190892,7.6210306,0.0046867596
1.346,4053.62,3417.7224,2866.5986,-0.50998301,2.4297685,0.97239217,1.8215432,0.30775386,2.1411122,5.9188313,7.6219678,0.0046857861
1.347,4053.0646,3417.2124,2866.2493,-0.51000133,2.4279472,0.97208444,1.8213095,0.30772778,2.1408637,5.9185734,7.6229047,0.0046848129
1.348,4052.509,3416.7024,2865.8999,-0.51001967,2.4261261,0.97177674,1.8210757,0.3077017,2.1406152,5.9183154,7.6238415,0.0046838401
1.349,4051.9535,3416.1924,2865.5505,-0.51003805,2.4243052,0.97146907,1.8208419,0.30767561,2.1403667,5.9180572,7.6247781,0.0046828676
1.35,4051.3978,3415.6823,2865.201,-0.51005646,2.4224846,0.97116142,1.8206081,0.30764953,2.1401182,5.917799,7.6257144,0.0046818954
1.351,4050.8421,3415.1723,2864.8515,-0.51007489,2.4206643,0.97085379,1.8203743,0.30762344,2.1398697,5.9175407,7.6266506,0.0046809235
1.352,4050.2864,3414.6622,2864.502,-0.51009336,2.4188441,0.9705462,1.8201404,0.30759736,2.1396211,5.9172823,7.6275866,0.004679952
1.353,4049.7306,3414.1521,2864.1525,-0.51011186,2.4170242,0.97023862,1.8199065,0.30757127,2.1393725,5.9170238,7.6285224,0.0046789809
1.354,4049.1748,3413.642,2863.8029,-0.51013039,2.4152045,0.96993108,1.8196726,0.30754518,2.1391239,5.9167652,7.629458,0.00467801
1.355,4048.6189,3413.1319,2863.4533,-0.51014895,2.4133851,0.96962356,1.8194387,0.30751908,2.1388753,5.9165065,7.6303934,0.0046770395
1.356,4048.0629,3412.6217,2863.1037,-0.51016754,2.4115659,0.96931607,1.8192047,0.30749299,2.1386266,5.9162478,7.6313286,0.0046760694
1.357,4047.5069,3412.1116,2862.754,-0.51018616,2.4097469,0.9690086,1.8189707,0.30746689,2.138378,5.9159889,7.6322636,0.0046750995
1.358,4046.9509,3411.6014,2862.4043,-0.51020481,2.4079282,0.96870116,1.8187367,0.3074408,2.1381293,5.9157299,7.6331985,0.00467413
1.359,4046.3948,3411.0912,2862.0545,-0.51022349,2.4061097,0.96839374,1.8185027,0.3074147,2.1378805,5.9154709,7.6341331,0.0046731609
1.36,4045.8386,3410.5809,2861.7048,-0.5102422,2.4042914,0.96808636,1.8182686,0.3073886,2.1376318,5.9152117,7.6350675,0.004672192
1.361,4045.2824,3410.0707,2861.355,-0.51026095,2.4024734,0.96777899,1.8180346,0.3073625,2.137383,5.9149525,7.6360018,0.0046712235
1.362,4044.7262,3409.5604,2861.0051,-0.51027972,2.4006556,0.96747166,1.8178005,0.3073364,2.1371342,5.9146931,7.6369358,0.0046702553
1.363,4044.1699,3409.0502,2860.6553,-0.51029853,2.398838,0.96716435,1.8175663,0.30731029,2.1368854,5.9144337,7.6378697,0.0046692875
1.364,4043.6135,3408.5399,2860.3054,-0.51031736,2.3970207,0.96685706,1.8173322,0.30728418,2.1366366,5.9141742,7.6388034,0.00466832
1.365,4043.0571,3408.0295,2859.9554,-0.51033623,2.3952036,0.9665498,1.817098,0.30725808,2.1363877,5.9139145,7.6397368,0.0046673528
1.366,4042.5006,3407.5192,2859.6055,-0.51035512,2.3933867,0.96624257,1.8168638,0.30723197,2.1361388,5.9136548,7.6406701,0.004666386
1.367,4041.9441,3407.0089,2859.2555,-0.51037405,2.3915701,0.96593537,1.8166296,0.30720586,2.1358899,5.913395,7.6416032,0.0046654195
1.368,4041.3875,3406.4985,2858.9054,-0.51039301,2.3897537,0.96562819,1.8163953,0.30717975,2.135641,5.9131351,7.6425361,0.0046644533
1.369,4040.8309,3405.9881,2858.5554,-0.510412,2.3879375,0.96532103,1.8161611,0.30715363,2.135392,5.9128751,7.6434688,0.0046634874
1.37,4040.2742,3405.4777,2858.2053,-0.51043102,2.3861216,0.96501391,1.8159268,0.30712752,2.135143,5.912615,7.6444013,0.0046625219
1.371,4039.7175,3404.9672,2857.8551,-0.51045007,2.3843059,0.9647068,1.8156924,0.3071014,2.134894,5.9123548,7.6453336,0.0046615567
1.372,4039.1607,3404.4568,2857.505,-0.51046916,2.3824905,0.96439973,1.8154581,0.30707528,2.134645,5.9120946,7.6462657,0.0046605919
1.373,4038.6039,3403.9463,2857.1548,-0.51048827,2.3806752,0.96409268,1.8152237,0.30704916,2.1343959,5.9118342,7.6471976,0.0046596273
1.374,4038.047,3403.4358,2856.8045,-0.51050741,2.3788602,0.96378566,1.8149893,0.30702304,2.1341469,5.9115737,7.6481294,0.0046586631
1.375,4037.4901,3402.9253,2856.4543,-0.51052659,2.3770455,0.96347866,1.8147549,0.30699692,2.1338978,5.9113131,7.6490609,0.0046576992
1.376,4036.9331,3402.4148,2856.104,-0.51054579,2.375231,0.96317169,1.8145205,0.30697079,2.1336487,5.9110525,7.6499923,0.0046567357
1.377,4036.376,3401.9043,2855.7536,-0.51056503,2.3734167,0.96286474,1.814286,0.30694466,2.1333995,5.9107917,7.6509234,0.0046557725
1.378,4035.8189,3401.3937,2855.4033,-0.5105843,2.3716026,0.96255783,1.8140515,0.30691854,2.1331503,5.9105309,7.6518544,0.0046548096
1.379,4035.2618,3400.8831,2855.0529,-0.5106036,2.3697888,0.96225093,1.813817,0.30689241,2.1329011,5.91027,7.6527851,0.004653847
1.38,4034.7046,3400.3725,2854.7025,-0.51062293,2.3679752,0.96194407,1.8135824,0.30686628,2.1326519,5.9100089,7.6537157,0.0046528848
1.381,4034.1473,3399.8619,2854.352,-0.51064229,2.3661619,0.96163723,1.8133479,0.30684014,2.1324027,5.9097478,7.6546461,0.0046519229
1.382,4033.59,3399.3512,2854.0015,-0.51066169,2.3643488,0.96133041,1.8131133,0.30681401,2.1321534,5.9094866,7.6555763,0.0046509613
1.383,4033.0327,3398.8406,2853.651,-0.51068111,2.3625359,0.96102363,1.8128787,0.30678787,2.1319041,5.9092253,7.6565063,0.00465
1.384,4032.4753,3398.3299,2853.3004,-0.51070057,2.3607233,0.96071686,1.812644,0.30676174,2.1316548,5.9089639,7.6574361,0.0046490391
1.385,4031.9178,3397.8192,2852.9498,-0.51072005,2.3589108,0.96041013,1.8124093,0.3067356,2.1314055,5.9087024,7.6583657,0.0046480785
1.386,4031.3603,3397.3085,2852.5992,-0.51073957,2.3570987,0.96010342,1.8121747,0.30670946,2.1311561,5.9084408,7.6592951,0.0046471182
1.387,4030.8027,3396.7977,2852.2485,-0.51075912,2.3552867,0.95979674,1.8119399,0.30668331,2.1309068,5.9081791,7.6602244,0.0046461583
1.388,4030.2451,3396.287,2851.8979,-0.5107787,2.353475,0.95949008,1.8117052,0.30665717,2.1306573,5.9079173,7.6611534,0.0046451986
1.389,4029.6874,3395.7762,2851.5471,-0.51079832,2.3516636,0.95918345,1.8114704,0.30663102,2.1304079,5.9076554,7.6620823,0.0046442393
1.39,4029.1296,3395.2654,2851.1964,-0.51081796,2.3498523,0.95887684,1.8112356,0.30660488,2.1301585,5.9073934,7.6630109,0.0046432803
1.391,4028.5719,3394.7546,2850.8456,-0.51083764,2.3480413,0.95857026,1.8110008,0.30657873,2.129909,5.9071314,7.6639394,0.0046423217
1.392,4028.014,3394.2437,2850.4948,-0.51085734,2.3462305,0.95826371,1.810766,0.30655258,2.1296595,5.9068692,7.6648677,0.0046413633
