Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
1.979,3688.4341,3088.39,2636.9553,0,1.3249465,0.78291847,1.6671036,0.2907238,1.9777272,5.734321,8.1785811,0.0041251438
1.98,3687.8342,3087.8601,2636.578,0,1.3232796,0.78262777,1.6668517,0.29069619,1.9774582,5.733999,8.179406,0.004124336
1.981,3687.2343,3087.3303,2636.2006,0,1.321613,0.7823371,1.6665998,0.29066859,1.9771893,5.733677,8.1802307,0.0041235284
1.982,3686.6344,3086.8004,2635.8233,0,1.3199467,0.78204646,1.6663479,0.29064098,1.9769203,5.7333549,8.1810552,0.004122721
1.983,3686.0344,3086.2705,2635.4459,0,1.3182806,0.78175585,1.6660959,0.29061337,1.9766514,5.7330327,8.1818796,0.0041219139
1.984,3685.4345,3085.7406,2635.0685,0,1.3166147,0.78146526,1.665844,0.29058575,1.9763824,5.7327104,8.1827038,0.004121107
1.985,3684.8344,3085.2107,2634.691,0,1.3149491,0.7811747,1.665592,0.29055814,1.9761134,5.732388,8.1835279,0.0041203003
1.986,3684.2343,3084.6809,2634.3136,0,1.3132838,0.78088417,1.66534,0.29053052,1.9758443,5.7320656,8.1843518,0.0041194938
1.987,3683.6342,3084.151,2633.9361,0,1.3116187,0.78059367,1.665088,0.2905029,1.9755753,5.7317431,8.1851755,0.0041186875
1.988,3683.0341,3083.6211,2633.5586,0,1.3099539,0.7803032,1.664836,0.29047529,1.9753062,5.7314204,8.1859991,0.0041178815
1.989,3682.4339,3083.0912,2633.1811,0,1.3082893,0.78001275,1.664584,0.29044766,1.9750372,5.7310977,8.1868225,0.0041170757
1.99,3681.8337,3082.5614,2632.8036,0,1.306625,0.77972233,1.6643319,0.29042004,1.9747681,5.730775,8.1876458,0.0041162701
1.991,3681.2335,3082.0315,2632.426,0,1.3049609,0.77943194,1.6640798,0.29039242,1.9744989,5.7304521,8.1884689,0.0041154647
1.992,3680.6332,3081.5016,2632.0484,0,1.303297,0.77914157,1.6638278,0.29036479,1.9742298,5.7301292,8.1892918,0.0041146596
1.993,3680.0329,3080.9717,2631.6708,0,1.3016335,0.77885123,1.6635757,0.29033717,1.9739607,5.7298061,8.1901146,0.0041138546
1.994,3679.4325,3080.4419,2631.2932,0,1.2999702,0.77856092,1.6633236,0.29030954,1.9736915,5.729483,8.1909372,0.0041130499
1.995,3678.8321,3079.912,2630.9155,0,1.2983071,0.77827064,1.6630714,0.29028191,1.9734223,5.7291598,8.1917596,0.0041122454
1.996,3678.2317,3079.3821,2630.5379,0,1.2966443,0.77798039,1.6628193,0.29025427,1.9731531,5.7288366,8.1925819,0.0041114412
1.997,3677.6312,3078.8522,2630.1602,0,1.2949817,0.77769016,1.6625671,0.29022664,1.9728839,5.7285132,8.193404,0.0041106371
1.998,3677.0307,3078.3224,2629.7824,0,1.2933194,0.77739996,1.662315,0.290199,1.9726146,5.7281898,8.194226,0.0041098333
1.999,3676.4302,3077.7925,2629.4047,0,1.2916573,0.77710979,1.6620628,0.29017137,1.9723454,5.7278662,8.1950478,0.0041090296
2,3675.8296,3077.2626,2629.0269,0,1.2899955,0.77681965,1.6618106,0.29014373,1.9720761,5.7275426,8.1958695,0.0041082262
2.001,3675.229,3076.7327,2628.6491,0,1.2883339,0.77652953,1.6615584,0.29011609,1.9718068,5.727219,8.1966909,0.0041074231
2.002,3674.6284,3076.2029,2628.2713,0,1.2866726,0.77623944,1.6613061,0.29008845,1.9715375,5.7268952,8.1975123,0.0041066201
2.003,3674.0277,3075.673,2627.8935,0,1.2850116,0.77594938,1.6610539,0.2900608,1.9712682,5.7265713,8.1983334,0.0041058173
2.004,3673.427,3075.1431,2627.5156,0,1.2833508,0.77565935,1.6608016,0.29003316,1.9709988,5.7262474,8.1991544,0.0041050148
2.005,3672.8263,3074.6132,2627.1377,0,1.2816902,0.77536934,1.6605493,0.29000551,1.9707294,5.7259234,8.1999753,0.0041042125
2.006,3672.2255,3074.0834,2626.7598,0,1.2800299,0.77507937,1.660297,0.28997786,1.9704601,5.7255993,8.200796,0.0041034104
2.007,3671.6247,3073.5535,2626.3819,0,1.2783699,0.77478942,1.6600447,0.28995021,1.9701907,5.7252751,8.2016165,0.0041026085
2.008,3671.0238,3073.0236,2626.004,0,1.2767101,0.77449949,1.6597924,0.28992256,1.9699212,5.7249508,8.2024368,0.0041018069
2.009,3670.4229,3072.4937,2625.626,0,1.2750506,0.7742096,1.65954,0.28989491,1.9696518,5.7246264,8.203257,0.0041010054
2.01,3669.822,3071.9639,2625.248,0,1.2733913,0.77391973,1.6592877,0.28986725,1.9693823,5.724302,8.2040771,0.0041002042
2.011,3669.2211,3071.434,2624.87,0,1.2717322,0.77362989,1.6590353,0.28983959,1.9691129,5.7239775,8.204897,0.0040994032
2.012,3668.6201,3070.9041,2624.4919,0,1.2700735,0.77334008,1.6587829,0.28981194,1.9688434,5.7236529,8.2057167,0.0040986024
2.013,3668.019,3070.3742,2624.1139,0,1.2684149,0.77305029,1.6585305,0.28978428,1.9685739,5.7233282,8.2065362,0.0040978018
2.014,3667.418,3069.8444,2623.7358,0,1.2667566,0.77276054,1.6582781,0.28975661,1.9683043,5.7230034,8.2073556,0.0040970015
2.015,3666.8169,3069.3145,2623.3577,0,1.2650986,0.77247081,1.6580257,0.28972895,1.9680348,5.7226786,8.2081749,0.0040962013
2.016,3666.2158,3068.7846,2622.9795,0,1.2634408,0.77218111,1.6577732,0.28970129,1.9677652,5.7223536,8.208994,0.0040954014
2.017,3665.6146,3068.2547,2622.6014,0,1.2617833,0.77189143,1.6575207,0.28967362,1.9674957,5.7220286,8.2098129,0.0040946017
2.018,3665.0134,3067.7249,2622.2232,0,1.2601261,0.77160179,1.6572682,0.28964595,1.9672261,5.7217035,8.2106316,0.0040938022
2.019,3664.4121,3067.195,2621.845,0,1.258469,0.77131217,1.6570157,0.28961828,1.9669564,5.7213783,8.2114502,0.0040930029
2.02,3663.8109,3066.6651,2621.4668,0,1.2568123,0.77102258,1.6567632,0.28959061,1.9666868,5.7210531,8.2122687,0.0040922039
2.021,3663.2096,3066.1352,2621.0886,0,1.2551558,0.77073302,1.6565107,0.28956293,1.9664172,5.7207277,8.213087,0.004091405
2.022,3662.6082,3065.6053,2620.7103,0,1.2534995,0.77044348,1.6562581,0.28953526,1.9661475,5.7204023,8.2139051,0.0040906064
2.023,3662.0068,3065.0755,2620.332,0,1.2518435,0.77015397,1.6560056,0.28950758,1.9658778,5.7200767,8.214723,0.004089808
2.024,3661.4054,3064.5456,2619.9537,0,1.2501878,0.76986449,1.655753,0.2894799,1.9656081,5.7197511,8.2155408,0.0040890098
2.025,3660.804,3064.0157,2619.5753,0,1.2485323,0.76957504,1.6555004,0.28945222,1.9653384,5.7194254,8.2163585,0.0040882118
2.026,3660.2025,3063.4858,2619.197,0,1.246877,0.76928562,1.6552478,0.28942454,1.9650686,5.7190997,8.217176,0.004087414
2.027,3659.601,3062.956,2618.8186,0,1.245222,0.76899622,1.6549952,0.28939686,1.9647989,5.7187738,8.2179933,0.0040866164
2.028,3658.9994,3062.4261,2618.4402,0,1.2435673,0.76870685,1.6547425,0.28936917,1.9645291,5.7184479,8.2188105,0.0040858191
2.029,3658.3978,3061.8962,2618.0618,0,1.2419128,0.76841751,1.6544899,0.28934148,1.9642593,5.7181219,8.2196275,0.004085022
2.03,3657.7962,3061.3663,2617.6833,0,1.2402585,0.7681282,1.6542372,0.2893138,1.9639895,5.7177958,8.2204443,0.004084225
2.031,3657.1945,3060.8365,2617.3049,0,1.2386046,0.76783891,1.6539845,0.2892861,1.9637197,5.7174696,8.221261,0.0040834283
2.032,3656.5928,3060.3066,2616.9264,0,1.2369508,0.76754965,1.6537318,0.28925841,1.9634498,5.7171433,8.2220775,0.0040826318
2.033,3655.9911,3059.7767,2616.5479,0,1.2352973,0.76726042,1.6534791,0.28923072,1.96318,5.7168169,8.2228939,0.0040818356
2.034,3655.3893,3059.2468,2616.1693,0,1.2336441,0.76697122,1.6532263,0.28920302,1.9629101,5.7164905,8.2237101,0.0040810395
2.035,3654.7875,3058.717,2615.7908,0,1.2319911,0.76668204,1.6529736,0.28917533,1.9626402,5.716164,8.2245261,0.0040802436
2.036,3654.1857,3058.1871,2615.4122,0,1.2303384,0.76639289,1.6527208,0.28914763,1.9623703,5.7158374,8.225342,0.004079448
2.037,3653.5838,3057.6572,2615.0336,0,1.228686,0.76610377,1.652468,0.28911993,1.9621003,5.7155107,8.2261578,0.0040786526
2.038,3652.9819,3057.1273,2614.6549,0,1.2270337,0.76581468,1.6522152,0.28909222,1.9618304,5.7151839,8.2269733,0.0040778574
2.039,3652.3799,3056.5975,2614.2763,0,1.2253818,0.76552562,1.6519624,0.28906452,1.9615604,5.7148571,8.2277887,0.0040770624
2.04,3651.778,3056.0676,2613.8976,0,1.2237301,0.76523658,1.6517096,0.28903681,1.9612904,5.7145301,8.228604,0.0040762676
2.041,3651.1759,3055.5377,2613.5189,0,1.2220786,0.76494757,1.6514567,0.28900911,1.9610204,5.7142031,8.2294191,0.004075473
2.042,3650.5739,3055.0078,2613.1402,0,1.2204274,0.76465859,1.6512039,0.2889814,1.9607504,5.713876,8.230234,0.0040746786
2.043,3649.9718,3054.478,2612.7615,0,1.2187765,0.76436964,1.650951,0.28895369,1.9604803,5.7135488,8.2310488,0.0040738845
2.044,3649.3697,3053.9481,2612.3827,0,1.2171258,0.76408071,1.6506981,0.28892597,1.9602103,5.7132215,8.2318634,0.0040730905
2.045,3648.7675,3053.4182,2612.0039,0,1.2154753,0.76379181,1.6504452,0.28889826,1.9599402,5.7128942,8.2326779,0.0040722968
2.046,3648.1653,3052.8883,2611.6251,0,1.2138251,0.76350294,1.6501922,0.28887054,1.9596701,5.7125667,8.2334922,0.0040715033
2.047,3647.5631,3052.3585,2611.2463,0,1.2121752,0.7632141,1.6499393,0.28884282,1.9594,5.7122392,8.2343063,0.00407071
2.048,3646.9608,3051.8286,2610.8674,0,1.2105255,0.76292528,1.6496863,0.2888151,1.9591298,5.7119116,8.2351203,0.0040699169
2.049,3646.3585,3051.2987,2610.4885,0,1.2088761,0.7626365,1.6494334,0.28878738,1.9588597,5.7115839,8.2359341,0.004069124
2.05,3645.7562,3050.7688,2610.1096,0,1.2072269,0.76234774,1.6491804,0.28875966,1.9585895,5.7112561,8.2367478,0.0040683313
2.051,3645.1538,3050.239,2609.7307,0,1.205578,0.76205901,1.6489274,0.28873193,1.9583193,5.7109283,8.2375613,0.0040675388
2.052,3644.5514,3049.7091,2609.3518,0,1.2039293,0.7617703,1.6486743,0.28870421,1.9580491,5.7106003,8.2383747,0.0040667466
2.053,3643.949,3049.1792,2608.9728,0,1.2022809,0.76148162,1.6484213,0.28867648,1.9577789,5.7102723,8.2391879,0.0040659545
2.054,3643.3465,3048.6493,2608.5938,0,1.2006327,0.76119298,1.6481682,0.28864875,1.9575087,5.7099442,8.2400009,0.0040651627
2.055,3642.744,3048.1195,2608.2148,0,1.1989848,0.76090435,1.6479152,0.28862102,1.9572384,5.709616,8.2408138,0.0040643711
2.056,3642.1414,3047.5896,2607.8357,0,1.1973371,0.76061576,1.6476621,0.28859328,1.9569681,5.7092877,8.2416265,0.0040635796
2.057,3641.5389,3047.0597,2607.4567,0,1.1956897,0.7603272,1.647409,0.28856555,1.9566978,5.7089593,8.242439,0.0040627884
2.058,3640.9362,3046.5298,2607.0776,0,1.1940425,0.76003866,1.6471559,0.28853781,1.9564275,5.7086309,8.2432514,0.0040619974
2.059,3640.3336,3046,2606.6985,0,1.1923956,0.75975015,1.6469027,0.28851007,1.9561572,5.7083024,8.2440637,0.0040612067
2.06,3639.7309,3045.4701,2606.3194,0,1.190749,0.75946167,1.6466496,0.28848233,1.9558869,5.7079737,8.2448758,0.0040604161
2.061,3639.1282,3044.9402,2605.9402,0,1.1891026,0.75917321,1.6463964,0.28845459,1.9556165,5.707645,8.2456877,0.0040596257
2.062,3638.5254,3044.4103,2605.561,0,1.1874565,0.75888478,1.6461432,0.28842685,1.9553461,5.7073163,8.2464994,0.0040588355
2.063,3637.9226,3043.8804,2605.1819,0,1.1858106,0.75859639,1.64589,0.2883991,1.9550757,5.7069874,8.2473111,0.0040580456
2.064,3637.3198,3043.3506,2604.8026,0,1.1841649,0.75830801,1.6456368,0.28837135,1.9548053,5.7066584,8.2481225,0.0040572558
2.065,3636.7169,3042.8207,2604.4234,0,1.1825195,0.75801967,1.6453836,0.2883436,1.9545349,5.7063294,8.2489338,0.0040564663
2.066,3636.114,3042.2908,2604.0441,0,1.1808744,0.75773135,1.6451303,0.28831585,1.9542644,5.7060003,8.2497449,0.004055677
2.067,3635.5111,3041.7609,2603.6648,0,1.1792295,0.75744307,1.6448771,0.2882881,1.9539939,5.7056711,8.2505559,0.0040548879
2.068,3634.9081,3041.2311,2603.2855,0,1.1775849,0.75715481,1.6446238,0.28826034,1.9537234,5.7053418,8.2513667,0.004054099
2.069,3634.3051,3040.7012,2602.9062,0,1.1759405,0.75686657,1.6443705,0.28823259,1.9534529,5.7050124,8.2521774,0.0040533103
2.07,3633.7021,3040.1713,2602.5269,0,1.1742964,0.75657837,1.6441172,0.28820483,1.9531824,5.704683,8.2529879,0.0040525218
2.071,3633.099,3039.6414,2602.1475,0,1.1726526,0.75629019,1.6438639,0.28817707,1.9529119,5.7043534,8.2537982,0.0040517335
2.072,3632.4959,3039.1116,2601.7681,0,1.171009,0.75600204,1.6436105,0.28814931,1.9526413,5.7040238,8.2546084,0.0040509454
2.073,3631.8928,3038.5817,2601.3887,0,1.1693656,0.75571392,1.6433572,0.28812155,1.9523707,5.7036941,8.2554185,0.0040501575
2.074,3631.2896,3038.0518,2601.0092,0,1.1677225,0.75542583,1.6431038,0.28809378,1.9521001,5.7033643,8.2562283,0.0040493699
2.075,3630.6864,3037.5219,2600.6297,0,1.1660796,0.75513776,1.6428504,0.28806601,1.9518295,5.7030345,8.2570381,0.0040485824
2.076,3630.0831,3036.9921,2600.2503,0,1.164437,0.75484972,1.642597,0.28803824,1.9515589,5.7027045,8.2578476,0.0040477951
2.077,3629.4798,3036.4622,2599.8707,0,1.1627947,0.75456171,1.6423436,0.28801047,1.9512882,5.7023745,8.258657,0.0040470081
2.078,3628.8765,3035.9323,2599.4912,0,1.1611526,0.75427373,1.6420901,0.2879827,1.9510176,5.7020443,8.2594663,0.0040462213
2.079,3628.2731,3035.4024,2599.1117,0,1.1595108,0.75398577,1.6418367,0.28795493,1.9507469,5.7017141,8.2602754,0.0040454346
2.08,3627.6698,3034.8726,2598.7321,0,1.1578692,0.75369785,1.6415832,0.28792715,1.9504762,5.7013838,8.2610843,0.0040446482
2.081,3627.0663,3034.3427,2598.3525,0,1.1562279,0.75340995,1.6413297,0.28789937,1.9502054,5.7010535,8.2618931,0.004043862
2.082,3626.4629,3033.8128,2597.9728,0,1.1545868,0.75312208,1.6410762,0.2878716,1.9499347,5.700723,8.2627017,0.004043076
2.083,3625.8594,3033.2829,2597.5932,0,1.152946,0.75283423,1.6408227,0.28784381,1.9496639,5.7003925,8.2635101,0.0040422902
2.084,3625.2558,3032.7531,2597.2135,0,1.1513054,0.75254642,1.6405692,0.28781603,1.9493932,5.7000618,8.2643184,0.0040415046
2.085,3624.6523,3032.2232,2596.8338,0,1.1496651,0.75225863,1.6403156,0.28778825,1.9491224,5.6997311,8.2651266,0.0040407192
2.086,3624.0487,3031.6933,2596.4541,0,1.148025,0.75197087,1.6400621,0.28776046,1.9488516,5.6994003,8.2659346,0.004039934
2.087,3623.445,3031.1634,2596.0744,0,1.1463852,0.75168314,1.6398085,0.28773267,1.9485807,5.6990694,8.2667424,0.004039149
2.088,3622.8413,3030.6336,2595.6946,0,1.1447457,0.75139543,1.6395549,0.28770488,1.9483099,5.6987385,8.2675501,0.0040383642
2.089,3622.2376,3030.1037,2595.3148,0,1.1431063,0.75110775,1.6393013,0.28767709,1.948039,5.6984074,8.2683576,0.0040375796
2.09,3621.6339,3029.5738,2594.935,0,1.1414673,0.7508201,1.6390476,0.2876493,1.9477681,5.6980763,8.2691649,0.0040367952
2.091,3621.0301,3029.0439,2594.5552,0,1.1398285,0.75053248,1.638794,0.2876215,1.9474972,5.6977451,8.2699721,0.0040360111
2.092,3620.4263,3028.5141,2594.1753,0,1.13819,0.75024489,1.6385403,0.2875937,1.9472263,5.6974138,8.2707792,0.0040352271
2.093,3619.8224,3027.9842,2593.7955,0,1.1365517,0.74995732,1.6382867,0.2875659,1.9469554,5.6970824,8.2715861,0.0040344434
2.094,3619.2185,3027.4543,2593.4156,0,1.1349136,0.74966978,1.638033,0.2875381,1.9466844,5.6967509,8.2723928,0.0040336598
2.095,3618.6146,3026.9244,2593.0357,0,1.1332759,0.74938227,1.6377793,0.2875103,1.9464134,5.6964194,8.2731994,0.0040328764
2.096,3618.0107,3026.3946,2592.6557,0,1.1316383,0.74909479,1.6375255,0.2874825,1.9461425,5.6960877,8.2740058,0.0040320933
2.097,3617.4067,3025.8647,2592.2758,0,1.1300011,0.74880734,1.6372718,0.28745469,1.9458714,5.695756,8.2748121,0.0040313104
2.098,3616.8026,3025.3348,2591.8958,0,1.1283641,0.74851991,1.637018,0.28742688,1.9456004,5.6954242,8.2756182,0.0040305276
2.099,3616.1986,3024.8049,2591.5158,0,1.1267273,0.74823251,1.6367643,0.28739907,1.9453294,5.6950923,8.2764241,0.0040297451
2.1,3615.5945,3024.2751,2591.1357,0,1.1250908,0.74794514,1.6365105,0.28737126,1.9450583,5.6947603,8.2772299,0.0040289628
2.101,3614.9903,3023.7452,2590.7557,0,1.1234545,0.7476578,1.6362567,0.28734345,1.9447872,5.6944283,8.2780355,0.0040281806
2.102,3614.3862,3023.2153,2590.3756,0,1.1218185,0.74737048,1.6360028,0.28731563,1.9445161,5.6940961,8.278841,0.0040273987
2.103,3613.782,3022.6854,2589.9955,0,1.1201828,0.74708319,1.635749,0.28728782,1.944245,5.6937639,8.2796463,0.004026617
2.104,3613.1777,3022.1555,2589.6154,0,1.1185473,0.74679593,1.6354951,0.28726,1.9439739,5.6934316,8.2804515,0.0040258355
2.105,3612.5735,3021.6257,2589.2352,0,1.116912,0.7465087,1.6352413,0.28723218,1.9437027,5.6930992,8.2812565,0.0040250541
2.106,3611.9692,3021.0958,2588.855,0,1.115277,0.7462215,1.6349874,0.28720435,1.9434316,5.6927667,8.2820614,0.004024273
2.107,3611.3648,3020.5659,2588.4749,0,1.1136423,0.74593432,1.6347335,0.28717653,1.9431604,5.6924342,8.2828661,0.0040234921
2.108,3610.7604,3020.036,2588.0946,0,1.1120078,0.74564717,1.6344796,0.2871487,1.9428892,5.6921015,8.2836706,0.0040227114
2.109,3610.156,3019.5062,2587.7144,0,1.1103736,0.74536005,1.6342256,0.28712088,1.9426179,5.6917688,8.284475,0.0040219309
2.11,3609.5516,3018.9763,2587.3341,0,1.1087396,0.74507296,1.6339717,0.28709305,1.9423467,5.691436,8.2852792,0.0040211506
2.111,3608.9471,3018.4464,2586.9539,0,1.1071059,0.74478589,1.6337177,0.28706521,1.9420754,5.6911031,8.2860833,0.0040203705
2.112,3608.3426,3017.9165,2586.5736,0,1.1054725,0.74449885,1.6334637,0.28703738,1.9418042,5.6907701,8.2868872,0.0040195906
2.113,3607.738,3017.3867,2586.1932,0,1.1038392,0.74421185,1.6332097,0.28700955,1.9415329,5.690437,8.287691,0.0040188109
2.114,3607.1334,3016.8568,2585.8129,0,1.1022063,0.74392486,1.6329557,0.28698171,1.9412615,5.6901039,8.2884946,0.0040180314
2.115,3606.5288,3016.3269,2585.4325,0,1.1005736,0.74363791,1.6327017,0.28695387,1.9409902,5.6897706,8.289298,0.0040172521
2.116,3605.9241,3015.797,2585.0521,0,1.0989411,0.74335098,1.6324477,0.28692603,1.9407189,5.6894373,8.2901013,0.004016473
2.117,3605.3194,3015.2672,2584.6717,0,1.0973089,0.74306409,1.6321936,0.28689819,1.9404475,5.6891039,8.2909045,0.0040156941
2.118,3604.7147,3014.7373,2584.2913,0,1.095677,0.74277722,1.6319395,0.28687034,1.9401761,5.6887704,8.2917075,0.0040149154
2.119,3604.1099,3014.2074,2583.9108,0,1.0940453,0.74249037,1.6316854,0.2868425,1.9399047,5.6884368,8.2925103,0.0040141369
2.12,3603.5051,3013.6775,2583.5303,0,1.0924139,0.74220356,1.6314313,0.28681465,1.9396333,5.6881032,8.293313,0.0040133586
2.121,3602.9003,3013.1477,2583.1498,0,1.0907827,0.74191677,1.6311772,0.2867868,1.9393618,5.6877694,8.2941155,0.0040125805
2.122,3602.2954,3012.6178,2582.7693,0,1.0891518,0.74163001,1.630923,0.28675895,1.9390904,5.6874356,8.2949178,0.0040118026
2.123,3601.6905,3012.0879,2582.3887,0,1.0875211,0.74134328,1.6306689,0.28673109,1.9388189,5.6871017,8.29572,0.0040110249
2.124,3601.0855,3011.558,2582.0081,0,1.0858907,0.74105658,1.6304147,0.28670324,1.9385474,5.6867677,8.2965221,0.0040102474
2.125,3600.4806,3011.0282,2581.6275,0,1.0842605,0.7407699,1.6301605,0.28667538,1.9382759,5.6864336,8.297324,0.0040094701
2.126,3599.8755,3010.4983,2581.2469,0,1.0826306,0.74048325,1.6299063,0.28664752,1.9380044,5.6860995,8.2981257,0.004008693
2.127,3599.2705,3009.9684,2580.8663,0,1.081001,0.74019664,1.6296521,0.28661966,1.9377328,5.6857652,8.2989273,0.0040079161
2.128,3598.6654,3009.4385,2580.4856,0,1.0793716,0.73991004,1.6293979,0.2865918,1.9374613,5.6854309,8.2997287,0.0040071394
2.129,3598.0603,3008.9087,2580.1049,0,1.0777424,0.73962348,1.6291436,0.28656393,1.9371897,5.6850965,8.30053,0.0040063629
2.13,3597.4551,3008.3788,2579.7242,0,1.0761136,0.73933694,1.6288893,0.28653607,1.9369181,5.684762,8.3013311,0.0040055866
2.131,3596.8499,3007.8489,2579.3435,0,1.0744849,0.73905044,1.628635,0.2865082,1.9366465,5.6844274,8.3021321,0.0040048105
2.132,3596.2447,3007.319,2578.9627,0,1.0728565,0.73876396,1.6283807,0.28648033,1.9363748,5.6840927,8.3029329,0.0040040346
2.133,3595.6394,3006.7892,2578.5819,0,1.0712284,0.7384775,1.6281264,0.28645246,1.9361032,5.683758,8.3037335,0.0040032589
2.134,3595.0341,3006.2593,2578.2011,0,1.0696005,0.73819108,1.6278721,0.28642458,1.9358315,5.6834231,8.304534,0.0040024834
2.135,3594.4288,3005.7294,2577.8203,0,1.0679729,0.73790468,1.6276177,0.28639671,1.9355598,5.6830882,8.3053344,0.0040017081
2.136,3593.8234,3005.1995,2577.4394,0,1.0663456,0.73761831,1.6273634,0.28636883,1.9352881,5.6827532,8.3061346,0.004000933
2.137,3593.218,3004.6697,2577.0586,0,1.0647185,0.73733197,1.627109,0.28634095,1.9350164,5.6824181,8.3069346,0.0040001581
2.138,3592.6126,3004.1398,2576.6777,0,1.0630916,0.73704566,1.6268546,0.28631307,1.9347446,5.6820829,8.3077345,0.0039993834
2.139,3592.0071,3003.6099,2576.2968,0,1.061465,0.73675937,1.6266002,0.28628519,1.9344729,5.6817476,8.3085342,0.0039986088
2.14,3591.4016,3003.08,2575.9158,0,1.0598387,0.73647312,1.6263458,0.2862573,1.9342011,5.6814123,8.3093338,0.0039978345
2.141,3590.7961,3002.5502,2575.5349,0,1.0582126,0.73618689,1.6260913,0.28622941,1.9339293,5.6810769,8.3101332,0.0039970604
2.142,3590.1905,3002.0203,2575.1539,0,1.0565867,0.73590068,1.6258368,0.28620153,1.9336575,5.6807414,8.3109324,0.0039962865
2.143,3589.5849,3001.4904,2574.7729,0,1.0549611,0.73561451,1.6255824,0.28617363,1.9333856,5.6804058,8.3117315,0.0039955128
2.144,3588.9792,3000.9605,2574.3918,0,1.0533358,0.73532837,1.6253279,0.28614574,1.9331138,5.6800701,8.3125305,0.0039947392
2.145,3588.3735,3000.4306,2574.0108,0,1.0517107,0.73504225,1.6250734,0.28611785,1.9328419,5.6797343,8.3133293,0.0039939659
2.146,3587.7678,2999.9008,2573.6297,0,1.0500859,0.73475616,1.6248188,0.28608995,1.93257,5.6793985,8.3141279,0.0039931928
2.147,3587.1621,2999.3709,2573.2486,0,1.0484614,0.7344701,1.6245643,0.28606205,1.9322981,5.6790625,8.3149264,0.0039924198
2.148,3586.5563,2998.841,2572.8675,0,1.046837,0.73418406,1.6243097,0.28603415,1.9320262,5.6787265,8.3157247,0.0039916471
2.149,3585.9504,2998.3111,2572.4863,0,1.045213,0.73389806,1.6240552,0.28600625,1.9317542,5.6783904,8.3165229,0.0039908746
2.15,3585.3446,2997.7813,2572.1052,0,1.0435892,0.73361208,1.6238006,0.28597835,1.9314823,5.6780542,8.3173209,0.0039901022
2.151,3584.7387,2997.2514,2571.724,0,1.0419656,0.73332613,1.623546,0.28595044,1.9312103,5.6777179,8.3181188,0.0039893301
2.152,3584.1328,2996.7215,2571.3428,0,1.0403424,0.7330402,1.6232913,0.28592254,1.9309383,5.6773816,8.3189165,0.0039885581
2.153,3583.5268,2996.1916,2570.9615,0,1.0387193,0.73275431,1.6230367,0.28589463,1.9306663,5.6770451,8.3197141,0.0039877863
2.154,3582.9208,2995.6618,2570.5803,0,1.0370965,0.73246844,1.622782,0.28586672,1.9303942,5.6767086,8.3205115,0.0039870148
2.155,3582.3147,2995.1319,2570.199,0,1.035474,0.7321826,1.6225274,0.2858388,1.9301222,5.676372,8.3213087,0.0039862434
2.156,3581.7087,2994.602,2569.8177,0,1.0338517,0.73189679,1.6222727,0.28581089,1.9298501,5.6760353,8.3221058,0.0039854722
2.157,3581.1026,2994.0721,2569.4364,0,1.0322297,0.73161101,1.622018,0.28578297,1.929578,5.6756985,8.3229028,0.0039847013
2.158,3580.4964,2993.5423,2569.055,0,1.030608,0.73132525,1.6217633,0.28575505,1.9293059,5.6753616,8.3236995,0.0039839305
2.159,3579.8902,2993.0124,2568.6737,0,1.0289864,0.73103953,1.6215085,0.28572713,1.9290338,5.6750247,8.3244962,0.0039831599
2.16,3579.284,2992.4825,2568.2923,0,1.0273652,0.73075383,1.6212538,0.28569921,1.9287616,5.6746876,8.3252926,0.0039823895
2.161,3578.6778,2991.9526,2567.9108,0,1.0257442,0.73046816,1.620999,0.28567128,1.9284895,5.6743505,8.326089,0.0039816193
2.162,3578.0715,2991.4228,2567.5294,0,1.0241234,0.73018251,1.6207442,0.28564336,1.9282173,5.6740133,8.3268851,0.0039808493
2.163,3577.4652,2990.8929,2567.1479,0,1.022503,0.7298969,1.6204894,0.28561543,1.9279451,5.673676,8.3276812,0.0039800795
2.164,3576.8588,2990.363,2566.7665,0,1.0208827,0.72961131,1.6202346,0.2855875,1.9276729,5.6733386,8.328477,0.0039793099
2.165,3576.2524,2989.8331,2566.385,0,1.0192627,0.72932575,1.6199798,0.28555957,1.9274007,5.6730012,8.3292727,0.0039785405
2.166,3575.646,2989.3033,2566.0034,0,1.017643,0.72904022,1.6197249,0.28553163,1.9271284,5.6726636,8.3300683,0.0039777712
2.167,3575.0395,2988.7734,2565.6219,0,1.0160235,0.72875472,1.6194701,0.2855037,1.9268561,5.672326,8.3308637,0.0039770022
2.168,3574.433,2988.2435,2565.2403,0,1.0144043,0.72846924,1.6192152,0.28547576,1.9265838,5.6719883,8.3316589,0.0039762334
2.169,3573.8265,2987.7136,2564.8587,0,1.0127854,0.72818379,1.6189603,0.28544782,1.9263115,5.6716505,8.332454,0.0039754647
